hypervolume,spacing,spread,n_solutions,config_label,run,time_s,instance,n_var
1088706837.5682983,148.40654795077842,0.9857456735911164,12,default,0,2.6233315467834473,route2_199,198
563797922.2492149,62.455419227869676,0.9666055531983585,26,default,1,2.627681016921997,route2_199,198
755286511.1062597,242.9171876542146,1.028955664887264,27,default,2,2.628661870956421,route2_199,198
720043181.9740703,274.5795362221242,1.0307643641215545,16,default,3,2.6271612644195557,route2_199,198
844921429.4497888,122.75154887976885,0.9787546302507786,22,default,4,2.6264212131500244,route2_199,198
1126583094.2203836,70.94158036532107,0.9695357778637376,17,default,5,2.61881422996521,route2_199,198
1003514981.586509,148.7035957211472,0.9668181589984072,18,default,6,2.607405185699463,route2_199,198
776667766.9424229,127.329278567851,0.9906121487055426,25,default,7,2.6028854846954346,route2_199,198
820814187.4701023,201.62844609158049,1.0075454493678455,16,default,8,2.6011509895324707,route2_199,198
809748004.9505115,78.64052554099622,0.9770601543727745,21,default,9,2.6042990684509277,route2_199,198
787195178.2611289,313.7682836912661,1.0373430349401982,16,default,10,2.7429349422454834,route2_199,198
907956468.3345928,287.4444424949516,1.0450536795796497,23,default,11,2.7779293060302734,route2_199,198
805913881.999475,286.7223926562942,1.0188511166615968,21,default,12,2.780014753341675,route2_199,198
1447385090.0419312,43.136722527677605,0.8939473279088447,25,default,13,2.751309394836426,route2_199,198
1092661965.2582715,346.0365144366616,1.0238026067324333,13,default,14,2.683356523513794,route2_199,198
1364291888.8097277,166.85709589922305,1.0460108151786616,29,mutation-formula-only,0,2.735236883163452,route2_199,198
1269364474.5160668,573.9963983925669,1.1029534631788693,17,mutation-formula-only,1,2.8206660747528076,route2_199,198
959885788.6036987,230.47420834279515,1.0299323954846469,9,mutation-formula-only,2,2.703599691390991,route2_199,198
1719943952.0508432,225.86480789855545,1.0505430293753157,22,mutation-formula-only,3,2.7493903636932373,route2_199,198
1790952122.6035416,386.01629770094,1.0787629298438703,19,mutation-formula-only,4,2.7144811153411865,route2_199,198
1971006076.6321573,28.311505063773073,0.9160435532087081,15,mutation-formula-only,5,2.8731637001037598,route2_199,198
1294788985.8270574,438.07358343951427,1.1071221094265031,22,mutation-formula-only,6,2.8347620964050293,route2_199,198
1395803100.7242208,61.100833136261585,1.0044843617649146,22,mutation-formula-only,7,2.825712203979492,route2_199,198
1510848223.565352,386.09535947270194,1.0846314220450588,19,mutation-formula-only,8,2.8283510208129883,route2_199,198
1848402418.26074,172.8122884009956,1.065003803573166,25,mutation-formula-only,9,2.6408417224884033,route2_199,198
993715524.3210255,269.652800584014,1.072004013575202,23,mutation-formula-only,10,2.6901071071624756,route2_199,198
2247335469.913704,1077.7737661799954,1.098256980370872,7,mutation-formula-only,11,2.6271002292633057,route2_199,198
1113229075.7250538,287.51770320738217,1.0948891506315417,21,mutation-formula-only,12,2.62499737739563,route2_199,198
1782551941.0810778,58.073747990979534,0.9820050820928078,20,mutation-formula-only,13,2.6149017810821533,route2_199,198
1035748560.0021145,395.55927279587513,1.1066559347870408,28,mutation-formula-only,14,2.6520190238952637,route2_199,198
1692983454.2448938,546.6619145391832,1.0685352302927904,15,mutation-formula+nb-screened,0,3.6601006984710693,route2_199,198
1387729704.5622764,84.12976862370874,1.0535252386342964,16,mutation-formula+nb-screened,1,3.468507766723633,route2_199,198
1855016585.7650692,37.75941854332549,1.0228192701815428,16,mutation-formula+nb-screened,2,3.3994550704956055,route2_199,198
2659222368.163487,22.76602421161052,0.9305338166973978,21,mutation-formula+nb-screened,3,3.3750298023223877,route2_199,198
2805333062.0081415,26.556244523548617,0.9851158217075349,22,mutation-formula+nb-screened,4,3.3780319690704346,route2_199,198
1694456555.2217245,361.93630923831705,1.091382337308321,17,mutation-formula+nb-screened,5,3.372624158859253,route2_199,198
1692200466.1329498,117.22907713620349,1.0157579073671765,7,mutation-formula+nb-screened,6,3.3600478172302246,route2_199,198
944141914.795409,323.8022244962945,1.0843035331314954,27,mutation-formula+nb-screened,7,3.3543899059295654,route2_199,198
2551082142.5233746,74.95157973916227,1.021462489837768,19,mutation-formula+nb-screened,8,3.3459513187408447,route2_199,198
909855081.2526495,229.94197635254685,1.0378843024821038,16,mutation-formula+nb-screened,9,3.3535375595092773,route2_199,198
2361988624.0458984,43.05895394079428,0.9778280190548829,12,mutation-formula+nb-screened,10,3.4291865825653076,route2_199,198
2762753716.4639454,235.83907154471387,1.0773502977990295,19,mutation-formula+nb-screened,11,3.38720440864563,route2_199,198
1764855814.6336727,698.9837429450529,1.1157864429078366,15,mutation-formula+nb-screened,12,3.365016222000122,route2_199,198
1938505317.7946777,675.4530199116958,1.102006812070976,10,mutation-formula+nb-screened,13,3.3583011627197266,route2_199,198
2033037039.8323736,397.59399031308806,1.1088930010266709,19,mutation-formula+nb-screened,14,3.377763509750366,route2_199,198
