hypervolume,spacing,spread,n_solutions,config_label,run,time_s,instance,n_var
661470007147.3535,697.8554329694624,1.0280425642743605,6,default(0.001),0,1.2746505737304688,A-n32-k5,31
574741149123.4375,53.69622759979007,0.9401195511864201,11,default(0.001),1,1.2642242908477783,A-n32-k5,31
720016274545.1924,321.7215764213446,1.0588010875180334,4,default(0.001),2,1.2657148838043213,A-n32-k5,31
646387861297.2871,350.49307494149116,1.0068538965394283,8,default(0.001),3,1.2656168937683105,A-n32-k5,31
769844152205.6055,584.555020945369,1.0569053766272658,5,default(0.001),4,1.267164707183838,A-n32-k5,31
220882337146.83493,261.7291437008106,1.0135129700443521,13,default(0.001),5,1.2649171352386475,A-n32-k5,31
493479951784.62695,728.5530361235108,1.0645975465805055,7,default(0.001),6,1.2671971321105957,A-n32-k5,31
497119619849.70166,962.1929610193787,1.0960247881656213,5,default(0.001),7,1.2700529098510742,A-n32-k5,31
465112391566.2383,386.7249028443181,1.0734468631205896,8,default(0.001),8,1.2673611640930176,A-n32-k5,31
291904224304.3013,25.27645670468294,0.9242042490972873,7,default(0.001),9,1.2674229145050049,A-n32-k5,31
332896547884.8535,680.8265996555878,1.0599057665541733,8,default(0.001),10,1.26857590675354,A-n32-k5,31
322531862386.6035,860.1102076327516,1.0610321719458324,7,default(0.001),11,1.2707784175872803,A-n32-k5,31
296090629557.64,701.7282450371632,1.0408998300565269,4,default(0.001),12,1.2671725749969482,A-n32-k5,31
611738012541.3789,129.19662571031392,0.933444900502195,6,default(0.001),13,1.2684366703033447,A-n32-k5,31
558451934778.8936,561.781591404981,1.030291261922816,6,default(0.001),14,1.2692573070526123,A-n32-k5,31
645602618219.4844,805.1185111551101,1.0999063072421371,10,mild(0.002),0,1.2787680625915527,A-n32-k5,31
574741149123.4375,53.69622759979007,0.9401195511864201,11,mild(0.002),1,1.2715537548065186,A-n32-k5,31
696587459134.9375,131.0025148493821,0.9962677539608353,9,mild(0.002),2,1.2872979640960693,A-n32-k5,31
646387861297.2871,350.49307494149116,1.0068538965394283,8,mild(0.002),3,1.268867015838623,A-n32-k5,31
544539754145.6443,1045.3158195002186,1.0133004198431321,4,mild(0.002),4,1.2694642543792725,A-n32-k5,31
220882337146.83493,261.7291437008106,1.0135129700443521,13,mild(0.002),5,1.271427869796753,A-n32-k5,31
492023380727.8877,728.5201378789116,1.06694196745601,7,mild(0.002),6,1.2709965705871582,A-n32-k5,31
497119619849.70166,962.1929610193787,1.0960247881656213,5,mild(0.002),7,1.2714002132415771,A-n32-k5,31
410923065267.6875,566.3374707046522,1.1117497437540143,11,mild(0.002),8,1.2712185382843018,A-n32-k5,31
310265302582.9309,121.56209923036131,0.9438643826179718,7,mild(0.002),9,1.270948886871338,A-n32-k5,31
338260080629.5254,649.855100769842,1.0454632263188193,9,mild(0.002),10,1.2731552124023438,A-n32-k5,31
322531862386.6035,860.1102076327516,1.0610321719458324,7,mild(0.002),11,1.2737414836883545,A-n32-k5,31
296090629557.64,701.7282450371632,1.0408998300565269,4,mild(0.002),12,1.273672103881836,A-n32-k5,31
611738012541.3789,129.19662571031392,0.933444900502195,6,mild(0.002),13,1.275207281112671,A-n32-k5,31
558451934778.8936,561.781591404981,1.030291261922816,6,mild(0.002),14,1.2798423767089844,A-n32-k5,31
