instance,hv_control_mean,hv_control_std,hv_candidate_mean,hv_candidate_std,pct_change,wilcoxon_stat,wilcoxon_p
E-n101-k8,2717800989338.735,623807363564.0018,4510389595953.506,870771296701.1508,65.95731672946825,0.0,1.9073486328125e-06
