hypervolume,spacing,spread,n_solutions,config_label,run,time_s,instance,n_var
661470007147.3535,697.8554329694624,1.0280425642743605,6,default,0,1.2993221282958984,A-n32-k5,31
574741149123.4375,53.69622759979007,0.9401195511864201,11,default,1,1.2884838581085205,A-n32-k5,31
720016274545.1924,321.7215764213446,1.0588010875180334,4,default,2,1.2755193710327148,A-n32-k5,31
646387861297.2871,350.49307494149116,1.0068538965394283,8,default,3,1.3073866367340088,A-n32-k5,31
769844152205.6055,584.555020945369,1.0569053766272658,5,default,4,1.2744317054748535,A-n32-k5,31
220882337146.83493,261.7291437008106,1.0135129700443521,13,default,5,1.274491786956787,A-n32-k5,31
493479951784.62695,728.5530361235108,1.0645975465805055,7,default,6,1.270531177520752,A-n32-k5,31
497119619849.70166,962.1929610193787,1.0960247881656213,5,default,7,1.275163173675537,A-n32-k5,31
465112391566.2383,386.7249028443181,1.0734468631205896,8,default,8,1.321484088897705,A-n32-k5,31
291904224304.3013,25.27645670468294,0.9242042490972873,7,default,9,1.2708368301391602,A-n32-k5,31
332896547884.8535,680.8265996555878,1.0599057665541733,8,default,10,1.2944819927215576,A-n32-k5,31
322531862386.6035,860.1102076327516,1.0610321719458324,7,default,11,1.2768118381500244,A-n32-k5,31
296090629557.64,701.7282450371632,1.0408998300565269,4,default,12,1.274468183517456,A-n32-k5,31
611738012541.3789,129.19662571031392,0.933444900502195,6,default,13,1.2798192501068115,A-n32-k5,31
558451934778.8936,561.781591404981,1.030291261922816,6,default,14,1.2788329124450684,A-n32-k5,31
661470007147.3535,697.8554329694624,1.0280425642743605,6,mutation-formula-only,0,1.3334040641784668,A-n32-k5,31
574741149123.4375,53.69622759979007,0.9401195511864201,11,mutation-formula-only,1,1.301346778869629,A-n32-k5,31
720016274545.1924,321.7215764213446,1.0588010875180334,4,mutation-formula-only,2,1.2960586547851562,A-n32-k5,31
646387861297.2871,350.49307494149116,1.0068538965394283,8,mutation-formula-only,3,1.3322665691375732,A-n32-k5,31
769844152205.6055,584.555020945369,1.0569053766272658,5,mutation-formula-only,4,1.3030333518981934,A-n32-k5,31
220882337146.83493,261.7291437008106,1.0135129700443521,13,mutation-formula-only,5,1.3121018409729004,A-n32-k5,31
493479951784.62695,728.5530361235108,1.0645975465805055,7,mutation-formula-only,6,1.2852518558502197,A-n32-k5,31
497119619849.70166,962.1929610193787,1.0960247881656213,5,mutation-formula-only,7,1.2863717079162598,A-n32-k5,31
465112391566.2383,386.7249028443181,1.0734468631205896,8,mutation-formula-only,8,1.2894794940948486,A-n32-k5,31
291904224304.3013,25.27645670468294,0.9242042490972873,7,mutation-formula-only,9,1.284855842590332,A-n32-k5,31
332896547884.8535,680.8265996555878,1.0599057665541733,8,mutation-formula-only,10,1.2861127853393555,A-n32-k5,31
322531862386.6035,860.1102076327516,1.0610321719458324,7,mutation-formula-only,11,1.2888140678405762,A-n32-k5,31
296090629557.64,701.7282450371632,1.0408998300565269,4,mutation-formula-only,12,1.2856886386871338,A-n32-k5,31
611738012541.3789,129.19662571031392,0.933444900502195,6,mutation-formula-only,13,1.2873597145080566,A-n32-k5,31
558451934778.8936,561.781591404981,1.030291261922816,6,mutation-formula-only,14,1.2897899150848389,A-n32-k5,31
661470007147.3535,697.8554329694624,1.0280425642743605,6,mutation-formula+nb-screened,0,1.2912817001342773,A-n32-k5,31
574741149123.4375,53.69622759979007,0.9401195511864201,11,mutation-formula+nb-screened,1,1.2890698909759521,A-n32-k5,31
720016274545.1924,321.7215764213446,1.0588010875180334,4,mutation-formula+nb-screened,2,1.2900962829589844,A-n32-k5,31
646387861297.2871,350.49307494149116,1.0068538965394283,8,mutation-formula+nb-screened,3,1.2895495891571045,A-n32-k5,31
769844152205.6055,584.555020945369,1.0569053766272658,5,mutation-formula+nb-screened,4,1.2898921966552734,A-n32-k5,31
220882337146.83493,261.7291437008106,1.0135129700443521,13,mutation-formula+nb-screened,5,1.288154125213623,A-n32-k5,31
493479951784.62695,728.5530361235108,1.0645975465805055,7,mutation-formula+nb-screened,6,1.2956831455230713,A-n32-k5,31
497119619849.70166,962.1929610193787,1.0960247881656213,5,mutation-formula+nb-screened,7,1.2890901565551758,A-n32-k5,31
465112391566.2383,386.7249028443181,1.0734468631205896,8,mutation-formula+nb-screened,8,1.3045496940612793,A-n32-k5,31
291904224304.3013,25.27645670468294,0.9242042490972873,7,mutation-formula+nb-screened,9,1.2912769317626953,A-n32-k5,31
332896547884.8535,680.8265996555878,1.0599057665541733,8,mutation-formula+nb-screened,10,1.2924957275390625,A-n32-k5,31
322531862386.6035,860.1102076327516,1.0610321719458324,7,mutation-formula+nb-screened,11,1.2938497066497803,A-n32-k5,31
296090629557.64,701.7282450371632,1.0408998300565269,4,mutation-formula+nb-screened,12,1.2909157276153564,A-n32-k5,31
611738012541.3789,129.19662571031392,0.933444900502195,6,mutation-formula+nb-screened,13,1.291135311126709,A-n32-k5,31
558451934778.8936,561.781591404981,1.030291261922816,6,mutation-formula+nb-screened,14,1.2940478324890137,A-n32-k5,31
