hypervolume,spacing,spread,n_solutions,config_label,run,time_s,instance,n_var,theta_min,theta_max
1431863080.2012482,467.4685358864476,1.0192034028210817,9,scaled-mmin=2-mmax=28,0,2.5690107345581055,route2_199,198,0.015866629563584814,0.2221328138901874
1087369000.523451,148.25968856859083,0.991210073871309,25,scaled-mmin=2-mmax=28,1,2.572288751602173,route2_199,198,0.015866629563584814,0.2221328138901874
984689223.271888,165.94194197812794,1.0108510001489097,26,scaled-mmin=2-mmax=28,2,2.5763049125671387,route2_199,198,0.015866629563584814,0.2221328138901874
2080241275.4685059,525.4066477951563,1.0773681263991304,9,scaled-mmin=4-mmax=7,0,2.5722625255584717,route2_199,198,0.03173325912716963,0.05553320347254685
1815259335.2309341,84.63587285383062,0.9589365676970214,16,scaled-mmin=4-mmax=7,1,2.569495439529419,route2_199,198,0.03173325912716963,0.05553320347254685
941207259.3885478,137.73007096820305,0.975701882582878,22,scaled-mmin=4-mmax=7,2,2.5749526023864746,route2_199,198,0.03173325912716963,0.05553320347254685
1402714981.5029864,194.99113870348103,1.0234192811950673,17,scaled-mmin=4-mmax=14,0,2.5678670406341553,route2_199,198,0.03173325912716963,0.1110664069450937
1302816650.6748452,113.8574836679369,0.9957433741058938,27,scaled-mmin=4-mmax=14,1,2.5701091289520264,route2_199,198,0.03173325912716963,0.1110664069450937
1508425325.720977,107.1816865511639,0.965658485652137,28,scaled-mmin=4-mmax=14,2,2.573107957839966,route2_199,198,0.03173325912716963,0.1110664069450937
1166357952.8087614,220.8923833272638,1.0145955619600502,26,scaled-mmin=4-mmax=28,0,2.574047803878784,route2_199,198,0.03173325912716963,0.2221328138901874
1257337112.705567,143.57551416846547,0.9812831041086556,17,scaled-mmin=4-mmax=28,1,2.573760986328125,route2_199,198,0.03173325912716963,0.2221328138901874
1277823776.2453978,149.09798382766786,0.984274301567072,16,scaled-mmin=4-mmax=28,2,2.5744476318359375,route2_199,198,0.03173325912716963,0.2221328138901874
1161093583.4756985,200.18054955656166,0.9868695152914687,16,scaled-mmin=8-mmax=14,0,2.5797624588012695,route2_199,198,0.06346651825433926,0.1110664069450937
1567590903.5901725,36.9875887920883,0.9212349789860916,21,scaled-mmin=8-mmax=14,1,2.571983575820923,route2_199,198,0.06346651825433926,0.1110664069450937
1117467979.5273585,90.64068873626418,0.9845871515206657,20,scaled-mmin=8-mmax=14,2,2.5780177116394043,route2_199,198,0.06346651825433926,0.1110664069450937
1078729197.0544388,32.18752117825879,0.898558952274451,20,scaled-mmin=8-mmax=28,0,2.56962513923645,route2_199,198,0.06346651825433926,0.2221328138901874
1603301670.331906,45.71821433546345,0.8937808397503206,13,scaled-mmin=8-mmax=28,1,2.5590507984161377,route2_199,198,0.06346651825433926,0.2221328138901874
1229744792.9922957,185.2380866201522,1.027266795869111,18,scaled-mmin=8-mmax=28,2,2.5612330436706543,route2_199,198,0.06346651825433926,0.2221328138901874
