instance,control_n_partitions,candidate_n_partitions,ratio_control_mean,ratio_control_std,ratio_candidate_mean,ratio_candidate_std,pct_change,wilcoxon_stat,wilcoxon_p
A-n32-k5,5,7,0.5030555127746681,0.10259490087970777,0.4953736220244096,0.08396778714828362,-1.5270463309084992,56.0,0.846923828125
