hypervolume,spacing,spread,n_solutions,algorithm,run,instance,time_s
11338915326.204418,8.329013368780014,1.1316243071689893,18,MOEA/D,1,route3_202,41.797280073165894
12553244112.930262,0.4433157174570438,1.0304802945913243,64,MOEA/D,2,route3_202,41.62761187553406
9652138763.818035,5.964582338048323,1.184020457156759,50,MOEA/D,3,route3_202,41.66696858406067
14433558304.419266,1.0456319549930373,1.0700636741410228,70,MOEA/D,4,route3_202,41.420520305633545
13283797421.555836,1.9574303216349636,1.0802912479693785,108,MOEA/D,5,route3_202,44.28288173675537
8686219242.77253,5.796587035951466,1.1111629404364107,91,MOEA/D,6,route3_202,42.5539288520813
12426323909.15091,1.086321931577134,1.0709002507418306,90,MOEA/D,7,route3_202,42.558534145355225
3822977487.1152396,4.024515735563545,1.118257253362685,108,MOEA/D,8,route3_202,42.56838297843933
13090589379.533716,0.0,1.0,52,MOEA/D,9,route3_202,42.920032024383545
11233834037.656092,2.5091680647179726,1.0805478751077247,95,MOEA/D,10,route3_202,42.67315173149109
10431731144.36392,2.374268957062,1.2061142688893307,81,MOEA/D,11,route3_202,42.94975829124451
10269178304.694887,0.96626272017618,1.043646245447564,70,MOEA/D,12,route3_202,41.47102999687195
10114244852.452135,0.6523332549246013,1.0304287009039914,45,MOEA/D,13,route3_202,41.35618734359741
13945008827.557608,0.9368302225429419,1.027645386720094,99,MOEA/D,14,route3_202,41.292057514190674
14155413434.71441,2.206887130973741,1.1416373091243106,74,MOEA/D,15,route3_202,37.15865993499756
15499885175.257198,0.5571845659003573,1.0636380974635355,105,MOEA/D,16,route3_202,38.84307336807251
11676247794.663559,1.3099731559747518,1.076170553591943,67,MOEA/D,17,route3_202,38.43741011619568
11030112268.002846,2.1183425210103697,1.1341801767312125,83,MOEA/D,18,route3_202,37.948248863220215
10000365768.982128,0.0,1.0,67,MOEA/D,19,route3_202,37.85639977455139
10404020967.448519,0.734103270491713,1.0198544540475332,46,MOEA/D,20,route3_202,38.37652277946472
10045793327.34307,1.2022636658232215,1.192467571474783,106,MOEA/D,21,route3_202,37.102972984313965
10718345141.85116,1.6546954106901386,1.0323620435091323,53,MOEA/D,22,route3_202,36.49018692970276
