instance,control_n_partitions,candidate_n_partitions,ratio_control_mean,ratio_control_std,ratio_candidate_mean,ratio_candidate_std,pct_change,wilcoxon_stat,wilcoxon_p
route2_199,5,7,0.5537812477456414,0.08901288587912945,0.4942882549960364,0.11637278525779611,-10.743049352391743,44.0,0.389404296875
