hypervolume,spacing,spread,n_solutions,config_label,run,time_s,instance,n_var
949884994.1228621,166.85709589922305,1.0460108151786616,29,"noop(1.0,1.0)",0,2.6090571880340576,route2_199,198
852790375.6461875,573.9963983925669,1.1029534631788693,17,"noop(1.0,1.0)",1,2.6028389930725098,route2_199,198
790143357.898044,62.85014047222406,1.0077357186825748,17,"noop(1.0,1.0)",2,2.690814256668091,route2_199,198
1185435444.6991858,225.86480789855545,1.0505430293753157,22,"noop(1.0,1.0)",3,2.5687413215637207,route2_199,198
1269163640.9570997,386.01629770094,1.0787629298438703,19,"noop(1.0,1.0)",4,2.648155927658081,route2_199,198
1425551788.2681212,28.311505063773073,0.9160435532087081,15,"noop(1.0,1.0)",5,2.5835654735565186,route2_199,198
881889234.4684601,438.07358343951427,1.1071221094265031,22,"noop(1.0,1.0)",6,2.5821683406829834,route2_199,198
971868340.296592,61.100833136261585,1.0044843617649146,22,"noop(1.0,1.0)",7,2.5558760166168213,route2_199,198
1029929857.8295188,386.09535947270194,1.0846314220450588,19,"noop(1.0,1.0)",8,2.567436695098877,route2_199,198
1286555604.2256703,172.8122884009956,1.065003803573166,25,"noop(1.0,1.0)",9,2.573436737060547,route2_199,198
657834920.0680447,269.652800584014,1.072004013575202,23,"noop(1.0,1.0)",10,2.5876543521881104,route2_199,198
1621748016.5563889,1077.7737661799954,1.098256980370872,7,"noop(1.0,1.0)",11,2.553658962249756,route2_199,198
725783100.1041052,287.51770320738217,1.0948891506315417,21,"noop(1.0,1.0)",12,2.5529329776763916,route2_199,198
1283483079.8735147,58.073747990979534,0.9820050820928078,20,"noop(1.0,1.0)",13,2.5501153469085693,route2_199,198
553231287.3241564,370.0959585067198,1.0915153829000248,14,"noop(1.0,1.0)",14,2.548489570617676,route2_199,198
949884994.1228621,166.85709589922305,1.0460108151786616,29,"mild(1.1,1.2)",0,2.5429306030273438,route2_199,198
1009175301.7098389,673.987150195844,1.0910517945465177,12,"mild(1.1,1.2)",1,2.5587170124053955,route2_199,198
517299046.2793522,107.59800712451329,1.0268337503797789,14,"mild(1.1,1.2)",2,2.570106029510498,route2_199,198
1197336590.1995714,27.265335647878864,0.9732248782956646,20,"mild(1.1,1.2)",3,2.57745361328125,route2_199,198
1251846077.3762212,289.26769318987886,1.0850608713287366,33,"mild(1.1,1.2)",4,2.579895257949829,route2_199,198
1425551788.2681212,28.311505063773073,0.9160435532087081,15,"mild(1.1,1.2)",5,2.5885426998138428,route2_199,198
819316555.3760235,338.25530410255834,1.101517302988479,28,"mild(1.1,1.2)",6,2.571232795715332,route2_199,198
1115956370.768606,76.1290376823593,1.012852975811277,16,"mild(1.1,1.2)",7,2.575093984603882,route2_199,198
1263812716.996848,651.0654876716386,1.1100794783510588,15,"mild(1.1,1.2)",8,2.5550413131713867,route2_199,198
1430016846.1088316,187.8033420503008,1.0744864098446705,28,"mild(1.1,1.2)",9,2.5544488430023193,route2_199,198
653392931.9005363,272.8759196090531,1.0604619837115612,21,"mild(1.1,1.2)",10,2.5507984161376953,route2_199,198
1654721269.8659496,696.1798655256136,1.1160791978972582,16,"mild(1.1,1.2)",11,2.5704939365386963,route2_199,198
725783100.1041052,287.51770320738217,1.0948891506315417,21,"mild(1.1,1.2)",12,2.579807996749878,route2_199,198
1206746594.2708666,49.19970479377248,0.9571404488580894,19,"mild(1.1,1.2)",13,2.594697952270508,route2_199,198
968438093.4276938,656.8649874176745,1.1111490505837718,13,"mild(1.1,1.2)",14,2.572158098220825,route2_199,198
