hypervolume,spacing,spread,n_solutions,config_label,run,time_s,instance,n_var
1223002623.728608,166.85709589922305,1.0460108151786616,29,tol=0.0010(default),0,2.5172293186187744,route2_199,198
1205741465.0445118,573.9963983925669,1.1029534631788693,17,tol=0.0010(default),1,2.4915661811828613,route2_199,198
868297049.8982925,230.47420834279515,1.0299323954846469,9,tol=0.0010(default),2,2.4906952381134033,route2_199,198
1602241004.726497,225.86480789855545,1.0505430293753157,22,tol=0.0010(default),3,2.49515700340271,route2_199,198
1636866714.2511165,386.01629770094,1.0787629298438703,19,tol=0.0010(default),4,2.4888010025024414,route2_199,198
1223002623.728608,166.85709589922305,1.0460108151786616,29,tol=0.0020,0,2.4893229007720947,route2_199,198
1205741465.0445118,573.9963983925669,1.1029534631788693,17,tol=0.0020,1,2.4889028072357178,route2_199,198
591753229.3869402,69.60613149858074,0.9731634223969305,15,tol=0.0020,2,2.4877915382385254,route2_199,198
1186947419.601614,182.8119525934185,1.0551612150624037,21,tol=0.0020,3,2.4851930141448975,route2_199,198
1636866714.2511165,386.01629770094,1.0787629298438703,19,tol=0.0020,4,2.5013067722320557,route2_199,198
1223002623.728608,166.85709589922305,1.0460108151786616,29,tol=0.0030,0,2.5744142532348633,route2_199,198
975153595.9146451,394.2515316573767,1.0974955125058525,26,tol=0.0030,1,2.584601879119873,route2_199,198
568077598.5074179,156.55407121044863,1.0123111092471901,13,tol=0.0030,2,2.597093105316162,route2_199,198
1044719211.8940616,322.77109336592747,1.064172430023348,17,tol=0.0030,3,2.531149387359619,route2_199,198
1365229747.0695858,329.91269226422094,1.0842392899793674,25,tol=0.0030,4,2.543656826019287,route2_199,198
813432162.3020843,157.08084668157315,1.0314422158690748,22,tol=0.0050,0,2.542613983154297,route2_199,198
838721786.0825218,377.26774977554027,1.0950317767600282,26,tol=0.0050,1,2.5045223236083984,route2_199,198
554226987.3772103,42.92787348381548,0.9098441332065287,20,tol=0.0050,2,2.5130279064178467,route2_199,198
853028694.1551013,208.60569115790528,1.0138075468045429,18,tol=0.0050,3,2.515469789505005,route2_199,198
1265335599.399283,367.8658213286306,1.0566676614427113,18,tol=0.0050,4,2.511498212814331,route2_199,198
694541627.3726583,172.15288632936569,1.0234326021443698,19,tol=0.0080,0,2.553664207458496,route2_199,198
927235480.475007,370.4422999234079,1.0870369634886663,25,tol=0.0080,1,2.537337064743042,route2_199,198
554226987.3772103,42.92787348381548,0.9098441332065287,20,tol=0.0080,2,2.547152280807495,route2_199,198
1010781926.3203852,309.20617915208453,1.0464503249170454,21,tol=0.0080,3,2.544009208679199,route2_199,198
1265335599.399283,367.8658213286306,1.0566676614427113,18,tol=0.0080,4,2.574162006378174,route2_199,198
670198777.0466273,150.2223982503681,1.0193573574153079,24,tol=0.0150,0,2.5515706539154053,route2_199,198
868041706.2547554,438.28734084024575,1.098250595382915,19,tol=0.0150,1,2.5787744522094727,route2_199,198
594953519.210794,24.83398138333886,0.9198681396153635,25,tol=0.0150,2,2.5971124172210693,route2_199,198
824527791.6286962,159.01297770737753,0.9819789079063336,19,tol=0.0150,3,2.5164296627044678,route2_199,198
1310782226.1583114,274.0525678772427,1.0452679407437493,21,tol=0.0150,4,2.541288375854492,route2_199,198
807648135.11578,57.30601044069105,0.9499978820197884,20,tol=0.0300,0,2.5565474033355713,route2_199,198
603807333.9145176,346.4123661375029,1.0451130662241173,15,tol=0.0300,1,2.5405702590942383,route2_199,198
468084065.1455924,54.92958589062912,0.9361778611883479,24,tol=0.0300,2,2.6010143756866455,route2_199,198
707427168.0634155,201.0987442050945,1.033825815446754,20,tol=0.0300,3,2.584362745285034,route2_199,198
1134442540.070782,407.98432953896116,1.092904965159288,18,tol=0.0300,4,2.5352232456207275,route2_199,198
