hypervolume,spacing,spread,n_solutions,algorithm,run,instance,time_s
3243441567.720079,305.9451336589561,1.0857313899077377,22,QIEA,0,route1_334,28.062415838241577
2870433536.272351,184.73204290706335,1.0409962586260484,33,QIEA,1,route1_334,32.11857485771179
2517168878.1533694,41.889238628461655,0.9990619037081414,37,QIEA,2,route1_334,32.09429430961609
2062084302.158107,244.5198543092932,1.0256336531069743,23,QIEA,3,route1_334,32.68721389770508
2939691111.3393335,153.70995395476612,1.0292661019849008,30,QIEA,4,route1_334,32.78111457824707
2044024737.4122922,39.113879894550806,0.9692232979939231,39,QIEA,5,route1_334,32.274964570999146
3466444957.9418488,223.05776598761253,1.073377890993405,28,QIEA,6,route1_334,31.661781787872314
3055617934.481407,166.60782379608867,1.041206080930688,45,QIEA,7,route1_334,31.814597129821777
1948815533.8247342,184.57466368695387,1.0311863602245464,21,QIEA,8,route1_334,32.10646438598633
2943165448.489923,398.9574374400596,1.08356838541129,33,QIEA,9,route1_334,32.03446674346924
3940741860.5686035,38.11720428190851,0.972122657731492,32,QIEA,10,route1_334,34.93248105049133
2093303469.870811,102.24415081789462,0.9909744725645494,31,QIEA,11,route1_334,29.283693075180054
2648549949.49963,34.77071298302894,0.935451187205422,28,QIEA,12,route1_334,29.53662610054016
2929105014.9878125,500.383222971402,1.0804351525753328,19,QIEA,13,route1_334,28.66507649421692
3718484937.7152514,58.555112378852435,1.0382670190310281,27,QIEA,14,route1_334,29.29806876182556
3108797126.894169,59.60076670893343,0.9942289269439136,32,QIEA,15,route1_334,28.455912113189697
2356388101.676967,137.00741365905375,1.0384881742059,37,QIEA,16,route1_334,28.196514129638672
2864902474.383934,81.17995219361326,0.9846689191103554,33,QIEA,17,route1_334,28.486492395401
2717415355.8934946,182.81189626613008,1.0108633193875098,20,QIEA,18,route1_334,28.188376665115356
4330123073.33013,92.08570148564391,1.034345237605027,22,QIEA,19,route1_334,28.198219537734985
2678038997.9677734,238.64775344574912,1.0601934011945127,25,QIEA,20,route1_334,28.313307285308838
2775793834.481266,97.09399396822252,1.0280414073505497,29,QIEA,21,route1_334,27.41901659965515
2825310940.401699,212.63835386151644,1.0677562638788327,26,QIEA,22,route1_334,26.848458290100098
2472795662.7177324,493.33380319964834,1.1184870954009345,33,QIEA,23,route1_334,23.11073613166809
2706491989.4338465,243.69113829531048,1.0302844563452487,24,QIEA,24,route1_334,22.948468923568726
2706788741.7623434,38.65545052582591,0.9794654121964855,31,QIEA,25,route1_334,23.45978832244873
2780296618.292822,392.925085704212,1.096446272946151,33,QIEA,26,route1_334,22.67374539375305
2996254512.4108477,298.9454019646125,1.084414203795544,23,QIEA,27,route1_334,22.888707876205444
3111334127.0280538,172.58490864178836,1.0390066222770864,30,QIEA,28,route1_334,23.11308240890503
