instance,hv_control_mean,hv_control_std,hv_candidate_mean,hv_candidate_std,pct_change,wilcoxon_stat,wilcoxon_p
A-n33-k5,202423846531.5053,48451460446.88686,267161674350.705,65605624520.90681,31.981324793728728,12.0,0.000133514404296875
